Delivery_ID,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Delivery_Distance_km,Package_Weight_kg,Delivery_Time_Est_min,Order_Value,Platform_Fees,Time_of_Day,Day_of_Week,Weather_Condition,Delivery_Type,Traffic_Index,Delivery_Location_Type,Discount_Applied,Surge_Multiplier,Fuel_Cost,Total_Delivery_Fee
8845,-59.325272,-88.998578,70.8375405,88.278276,42.22,14.12,220,428.66,4.81,Morning,Tuesday,Cloudy,Express,1.76,Urban,0.0,2.38,6.62,124.39308
8846,83.119325,-18.106432,-67.461041,122.020585,42.19,9.07,147,125.18,4.59,Afternoon,Saturday,Windy,Standard,0.7,Urban,1.82,1.0,2.11,43.16700000000001
8847,58.436735,-22.886714,-10.0138575,80.966903,45.86,19.54,191,309.42,1.85,Night,Monday,Cloudy,Express,1.02,Remote,3.17,1.0,1.43,46.568
8848,76.9292205,152.749611,62.380963,38.697305,41.58,3.34,225,288.51,1.62,Morning,Saturday,Cloudy,Express,1.33,Remote,0.0,1.49,1.44,56.61106
8849,-12.0192225,-169.507282,74.642576,25.339258,25.92,5.8,65,262.93,0.59,Evening,Wednesday,Cloudy,Express,1.15,Urban,0.0,1.0,4.39,28.616
8850,-87.379237,-107.027692,-28.9498,-82.782949,3.92,7.94,147,364.0,1.7,Morning,Thursday,Windy,Express,0.66,Suburban,0.0,1.0,5.58,14.386
8851,40.0481495,-46.680073,54.106023,-7.789823,43.66,0.89,163,451.02,1.65,Morning,Tuesday,Sunny,Standard,1.77,Urban,0.0,1.0,7.4,44.42299999999999
8852,-5.9698115,-76.255544,48.919166,-76.703633,46.03,13.54,159,33.9,1.14,Night,Saturday,Sunny,Express,1.15,Suburban,0.0,1.0,7.05,51.78400000000001
8853,77.4607985,127.022084,-55.4487405,-71.007829,23.53,10.81,197,304.77,2.94,Evening,Saturday,Windy,Express,1.54,Remote,0.0,1.0,3.82,30.989
8854,-8.8125785,-131.122162,-83.9968005,-121.891651,39.05,19.76,102,498.83,3.52,Afternoon,Sunday,Snowy,Express,0.68,Remote,0.0,1.0,3.44,48.08
8855,81.391476,-161.060018,88.9773865,95.655607,35.47,10.35,160,371.74,3.04,Night,Tuesday,Sunny,Standard,1.5,Urban,0.0,1.0,9.34,45.931
8856,66.2605155,146.694443,87.8995065,-143.773822,41.62,13.2,45,10.05,4.84,Evening,Friday,Snowy,Standard,0.66,Urban,0.0,1.0,2.26,46.996
8857,71.951086,-45.181827,52.0956405,54.900786,4.41,15.47,134,148.01,0.59,Afternoon,Saturday,Snowy,Standard,1.35,Suburban,3.47,1.0,4.54,12.923
8858,-5.669733,169.297839,-44.34526,-34.851648,23.75,7.35,26,390.27,4.91,Night,Tuesday,Windy,Standard,0.92,Urban,0.0,2.85,3.64,88.99125000000001
8859,54.373276,-120.800493,89.8250315,72.639551,34.22,4.41,189,63.48,2.89,Afternoon,Tuesday,Cloudy,Standard,1.54,Suburban,0.0,1.0,6.54,39.011
8860,31.618693,-173.949852,88.171738,31.912132,5.41,7.46,74,480.09,4.26,Afternoon,Monday,Cloudy,Express,1.14,Urban,0.0,1.0,3.22,15.538
8861,-52.79898,-55.303381,-57.274295,-89.931697,47.92,5.95,105,81.52,1.2,Night,Friday,Sunny,Standard,1.38,Urban,0.0,1.0,7.53,50.04100000000001
8862,-48.205387,-172.971654,56.347568,80.099123,33.57,17.82,196,214.89,1.94,Night,Sunday,Windy,Express,1.18,Remote,0.0,1.0,7.36,45.066
8863,41.579705,-9.178891,-8.6258315,38.431717,43.75,19.67,36,75.4,0.79,Morning,Tuesday,Rainy,Express,1.97,Urban,0.0,1.0,1.42,47.045
8864,43.816777,139.258476,23.6182915,-72.808519,8.39,16.67,153,375.02,4.89,Afternoon,Wednesday,Snowy,Express,1.96,Remote,11.62,1.0,7.15,15.467
8865,-17.6799085,-90.133261,-15.2714765,-141.593041,11.95,17.64,101,275.66,1.98,Morning,Friday,Rainy,Standard,0.66,Remote,0.0,1.0,3.48,23.84
8866,-55.937885,177.739843,75.3294365,-154.640344,16.22,2.52,117,385.04,3.2,Morning,Tuesday,Snowy,Express,1.46,Suburban,5.99,1.0,2.34,13.786
8867,-47.378716,61.818016,-65.8683235,170.851239,14.85,17.26,155,70.99,3.47,Morning,Friday,Cloudy,Standard,1.51,Remote,0.0,1.0,2.5,26.48
8868,-64.9056935,102.099057,-1.316678,71.286089,16.25,9.37,122,368.98,3.13,Night,Sunday,Sunny,Standard,1.36,Suburban,2.07,1.0,1.68,20.425
8869,27.215889,79.365369,85.085432,117.710133,32.73,5.12,37,496.98,1.04,Night,Saturday,Sunny,Express,0.96,Urban,0.0,1.0,1.78,31.564
8870,35.9136865,59.43633,-20.450947,-141.491373,46.24,9.78,24,138.63,2.78,Afternoon,Sunday,Windy,Standard,1.03,Remote,0.0,1.0,6.07,50.73200000000001
8871,57.3337865,-125.196995,-68.520561,-44.197677,39.63,4.7,56,228.33,3.74,Night,Friday,Windy,Standard,1.25,Remote,7.41,1.0,2.12,32.504
8872,13.492312,-27.092671,13.8174805,-69.856984,34.51,1.54,143,497.92,4.05,Morning,Saturday,Rainy,Standard,0.82,Urban,19.48,1.73,8.86,51.94823999999998
8873,-41.774004,-44.728496,-82.107196,-7.656379,41.1,17.11,220,50.76,4.42,Morning,Monday,Sunny,Express,0.62,Remote,0.0,1.57,6.62,82.38575
8874,19.10856,70.769627,65.4581735,175.22683,13.58,9.87,149,130.41,0.77,Morning,Sunday,Windy,Express,0.84,Remote,0.0,1.85,8.4,46.19265000000001
8875,-41.6700105,-129.11737,-4.6619695,-138.906461,32.86,7.51,162,113.54,1.91,Morning,Friday,Rainy,Express,1.33,Remote,13.17,1.0,4.51,23.293
8876,-62.939702,0.351438,-63.1426055,28.192085,45.18,9.89,93,242.93,1.23,Morning,Monday,Windy,Standard,0.61,Remote,0.0,1.0,3.55,45.86899999999999
8877,-78.029288,-158.913546,-10.187733,21.558934,6.18,15.75,88,107.5,3.8,Afternoon,Thursday,Cloudy,Standard,0.74,Remote,0.0,1.0,5.92,22.539
8878,-13.6916645,-150.250551,-57.2047715,-86.099314,49.12,16.83,51,382.73,2.4,Afternoon,Thursday,Rainy,Standard,1.76,Urban,0.0,1.0,6.39,56.501
8879,26.6785645,172.546857,66.4824805,-113.938679,12.07,0.34,188,348.13,3.68,Afternoon,Friday,Windy,Express,0.97,Remote,0.0,1.0,2.07,15.576
8880,-73.2816435,-49.380439,-54.1996855,40.9854,10.75,2.42,96,59.31,0.85,Afternoon,Thursday,Snowy,Standard,0.6,Urban,0.0,1.0,6.82,17.48
8881,87.3291945,-25.55946,-23.9849805,-109.227474,4.2,1.18,20,243.39,3.25,Evening,Wednesday,Snowy,Standard,1.66,Remote,0.0,1.0,5.23,12.43
8882,4.713407,-27.077254,-6.639606,38.925229,30.31,6.31,69,407.65,2.49,Night,Sunday,Cloudy,Standard,1.88,Suburban,0.0,1.0,6.65,36.543
8883,73.5810845,4.915918,62.805828,91.328223,49.95,8.76,110,208.26,2.92,Morning,Monday,Rainy,Express,0.56,Suburban,0.0,1.0,6.58,53.84000000000001
8884,-40.128312,45.40034,-12.9585125,56.122709,21.03,14.65,47,434.99,2.72,Night,Sunday,Cloudy,Express,1.11,Urban,13.06,1.0,1.02,14.829
8885,26.6427085,120.124368,6.4994515,117.406776,47.17,4.24,162,128.25,4.68,Night,Tuesday,Rainy,Express,0.76,Remote,0.0,1.0,6.81,51.346
8886,-22.4142065,13.285776,15.7082335,0.690773,10.28,2.89,204,99.37,4.72,Evening,Thursday,Rainy,Express,1.42,Suburban,0.0,1.0,7.37,21.759
8887,-84.667057,47.431074,37.473558,-165.988844,21.34,5.21,200,446.79,1.31,Evening,Friday,Rainy,Standard,1.34,Remote,0.0,1.0,9.09,30.077
8888,-64.1005145,167.383848,11.0698575,87.71566,42.19,11.54,216,102.81,2.03,Night,Thursday,Snowy,Standard,1.6,Suburban,17.83,1.0,6.08,29.80200000000001
8889,-53.3698625,-129.009602,-29.326568,-71.574225,48.73,18.87,195,354.52,4.23,Afternoon,Saturday,Snowy,Standard,1.47,Suburban,0.0,1.0,5.45,58.099
8890,-87.406965,11.497873,73.222726,35.855516,42.0,18.66,76,63.78,1.43,Night,Wednesday,Windy,Standard,1.39,Remote,10.38,1.0,2.04,36.02
8891,-79.8136485,22.281631,-9.711167,-119.236941,24.79,10.85,90,60.32,0.57,Morning,Sunday,Windy,Standard,0.99,Urban,10.82,1.0,2.13,17.137
8892,32.5453975,-104.571069,-71.7527125,-161.665123,10.86,16.28,53,207.68,0.66,Morning,Tuesday,Sunny,Standard,0.81,Remote,0.0,1.0,4.91,22.398
8893,25.0137255,121.354811,-54.402925,138.822541,5.69,12.35,24,321.55,4.36,Night,Saturday,Windy,Express,0.65,Suburban,3.04,1.12,3.69,17.99024
8894,-71.513024,8.481462,-22.632914,78.319452,15.09,10.05,83,436.84,2.3,Night,Sunday,Snowy,Express,1.28,Urban,0.0,1.57,9.14,44.80309
8895,7.5282985,165.343531,35.000257,-167.282512,16.24,8.44,87,27.91,0.86,Night,Monday,Cloudy,Express,0.67,Suburban,0.0,1.0,8.04,26.112
8896,-40.258745,79.572023,12.300208,39.791004,40.0,15.6,50,333.54,1.94,Night,Monday,Rainy,Standard,0.91,Suburban,16.86,1.0,3.26,28.13999999999999
8897,-13.4794115,-103.388141,86.1986505,-44.342597,33.11,2.12,111,218.08,2.19,Morning,Friday,Snowy,Express,1.31,Suburban,1.95,1.0,5.38,33.168
8898,42.4904755,167.865141,15.1746365,-80.107435,12.98,6.3,151,236.09,4.93,Afternoon,Thursday,Cloudy,Express,1.31,Remote,0.0,2.73,4.36,62.30951999999999
8899,-52.2187925,90.676782,-58.2357985,38.176062,32.56,1.58,207,422.3,2.98,Night,Saturday,Snowy,Standard,0.92,Remote,9.19,1.0,3.43,24.05800000000001
8900,19.823156,98.882651,46.20759,-150.488878,12.72,2.05,114,292.31,3.66,Night,Friday,Rainy,Standard,1.94,Suburban,6.87,1.0,9.98,17.971
8901,44.4500365,8.390969,-36.5735025,171.949802,39.96,5.87,200,441.0,2.98,Morning,Wednesday,Cloudy,Standard,1.51,Urban,0.0,1.0,5.62,43.503
8902,10.1377735,101.580788,23.2419585,0.694243,44.87,1.5,110,350.49,3.91,Night,Wednesday,Windy,Standard,1.1,Urban,0.0,1.48,6.59,69.77608000000001
8903,54.430088,-95.270663,-36.6426665,-57.830359,47.18,3.29,156,392.05,3.95,Morning,Thursday,Rainy,Standard,1.29,Urban,0.0,1.0,4.15,47.489
8904,28.35863,119.650041,38.723879,27.754626,18.07,5.9,60,390.44,1.21,Night,Saturday,Snowy,Express,0.85,Suburban,0.0,1.0,3.85,22.466
8905,-15.3531215,-62.822673,81.505229,53.148837,29.14,12.12,216,107.74,0.83,Night,Sunday,Cloudy,Standard,1.59,Suburban,0.0,1.72,9.88,68.94104
8906,-32.726751,133.271459,47.595532,38.835294,23.67,16.47,197,183.87,3.17,Evening,Thursday,Rainy,Express,0.52,Urban,0.0,1.0,7.23,37.571
8907,22.325934,148.477833,73.0221065,125.006727,45.43,19.12,102,80.47,3.41,Morning,Sunday,Windy,Express,1.52,Suburban,10.39,1.0,1.7,40.62400000000001
8908,62.6494455,-33.361817,75.719021,37.700714,15.83,2.43,161,165.99,2.29,Morning,Saturday,Windy,Express,1.96,Suburban,0.0,1.0,2.66,18.829
8909,21.3713725,34.984295,-52.8505105,177.21971,5.64,19.02,215,45.96,4.94,Morning,Sunday,Sunny,Express,1.52,Remote,0.0,1.0,6.21,25.172
8910,-66.445176,63.864532,-69.3516425,85.242263,49.37,4.06,27,54.27,4.22,Morning,Sunday,Cloudy,Express,0.9,Suburban,14.67,1.0,9.93,41.006
8911,-4.9186145,-148.670231,-23.6032355,-93.975973,3.85,18.72,35,371.64,1.86,Morning,Saturday,Windy,Standard,1.47,Suburban,0.0,2.63,2.21,43.4213
8912,-23.545423,-80.630858,83.0784415,3.128505,17.11,4.53,158,179.59,2.37,Night,Thursday,Windy,Express,1.6,Suburban,0.0,1.0,9.28,27.603
8913,-37.662107,2.531405,-8.5884235,29.25391,3.92,12.14,84,87.81,4.9,Morning,Thursday,Windy,Express,1.31,Remote,0.0,1.02,4.26,18.73332
8914,-82.307646,50.642968,-34.3591145,-162.606259,8.42,14.44,206,253.41,4.74,Evening,Tuesday,Windy,Express,1.68,Urban,13.96,2.48,8.46,53.38688
8915,70.04745,118.744539,-53.3939695,111.452585,34.35,2.2,219,274.72,4.16,Evening,Saturday,Snowy,Standard,1.2,Remote,0.0,1.0,2.54,35.28000000000001
8916,-84.520096,-170.214509,-45.150682,90.553397,28.89,9.98,21,157.94,4.08,Morning,Sunday,Cloudy,Express,1.08,Urban,0.0,1.0,8.48,40.66200000000001
8917,-6.3080235,-112.185755,-89.8086425,-168.598694,46.1,2.88,141,470.01,1.25,Night,Wednesday,Rainy,Standard,1.88,Urban,10.71,1.0,6.5,35.36
8918,-85.27944,46.40405,23.627434,41.978267,19.81,17.77,91,302.35,3.51,Night,Wednesday,Snowy,Express,1.8,Urban,0.0,1.0,7.86,36.10299999999999
8919,-53.4899205,-140.874296,51.208649,56.36578,1.27,17.54,88,146.31,2.3,Morning,Friday,Cloudy,Standard,1.74,Remote,0.0,2.37,3.25,36.34632
8920,30.222465,-143.456884,30.222211,157.786621,41.27,16.37,138,382.25,2.55,Evening,Wednesday,Rainy,Express,0.95,Suburban,5.1,1.0,7.9,46.551
8921,-83.158086,-68.479209,39.0706555,1.885162,44.47,17.22,42,489.82,1.39,Night,Wednesday,Rainy,Standard,0.84,Urban,0.0,1.83,5.38,93.24948
8922,-81.774713,0.348944,-65.3613505,-85.070539,13.5,9.82,148,384.96,2.25,Morning,Saturday,Cloudy,Standard,0.66,Suburban,0.0,1.0,1.55,19.51
8923,16.066742,-37.26545,-30.7491975,-70.498602,20.35,2.93,43,321.0,1.13,Morning,Wednesday,Rainy,Standard,0.98,Suburban,0.0,1.0,4.18,23.055
8924,30.702872,-113.816613,50.611303,142.542835,46.8,17.5,134,67.36,0.84,Morning,Sunday,Windy,Standard,1.79,Remote,0.0,1.0,4.48,51.51000000000001
8925,-60.5232715,-62.074616,-35.653745,15.091433,32.47,8.37,223,365.42,0.55,Morning,Saturday,Sunny,Express,1.95,Remote,0.0,1.0,4.75,35.461
8926,-13.651207,85.835188,64.4909765,57.022687,1.57,16.96,89,409.48,4.77,Evening,Wednesday,Sunny,Express,1.93,Urban,0.0,1.0,8.31,22.816
8927,-26.240645,-164.184376,-60.0593105,26.438322,35.64,2.54,54,474.2,2.35,Afternoon,Thursday,Windy,Express,1.27,Suburban,18.73,1.0,4.25,17.652
8928,-14.0046725,56.735005,-29.0149155,-89.151871,28.68,6.93,87,475.73,4.49,Night,Monday,Windy,Express,1.89,Remote,0.0,1.0,9.88,40.779
8929,79.1065135,-67.313114,68.5339865,-38.633753,37.44,9.31,88,334.55,1.56,Morning,Tuesday,Snowy,Express,0.87,Urban,6.74,1.0,7.71,37.137
8930,19.5199625,-146.559484,73.466756,7.417794,36.32,3.43,215,417.07,2.88,Afternoon,Thursday,Cloudy,Express,1.1,Remote,0.0,1.0,7.77,41.42100000000001
8931,-2.010976,-178.422518,45.1771735,165.193704,12.62,11.86,236,493.54,4.18,Evening,Friday,Sunny,Express,1.72,Remote,0.0,1.0,4.16,24.366
8932,-87.657597,-138.0318,65.1424135,-84.173904,10.96,9.43,104,275.27,2.44,Night,Saturday,Windy,Express,1.4,Suburban,0.0,1.0,6.76,22.683
8933,-31.41791,92.779248,14.720357,133.575395,11.58,15.77,21,41.69,3.79,Night,Saturday,Cloudy,Standard,1.95,Remote,0.0,1.0,9.42,30.359
8934,-45.1542095,-131.727676,-85.4095345,-155.043489,11.35,7.93,43,232.65,4.99,Night,Monday,Snowy,Express,1.2,Remote,0.0,1.0,8.14,26.175
8935,68.5104455,32.277075,12.2711825,-92.083953,7.3,7.14,145,409.28,0.82,Evening,Wednesday,Windy,Standard,0.81,Remote,0.0,1.0,5.83,16.06
8936,-81.402619,28.185348,48.112904,146.408787,11.62,8.39,84,64.25,4.49,Evening,Tuesday,Sunny,Express,1.9,Urban,0.0,1.0,5.61,23.591
8937,64.067747,-172.892024,55.2828415,-23.123838,29.28,10.4,39,309.46,1.75,Night,Wednesday,Windy,Express,0.68,Urban,12.93,1.0,3.12,20.564
8938,-55.795871,89.825494,-76.961258,135.821636,24.71,18.26,17,426.42,1.67,Afternoon,Thursday,Sunny,Standard,1.04,Remote,0.0,1.0,1.85,32.41800000000001
8939,-87.6412965,175.09459,-10.3046975,-4.904718,8.66,3.27,229,202.54,0.85,Night,Sunday,Sunny,Standard,0.98,Suburban,0.0,1.0,9.46,18.873
8940,38.8643425,111.789126,-51.612105,141.116047,46.82,13.95,67,85.43,4.01,Night,Monday,Sunny,Express,1.99,Suburban,0.0,1.0,6.87,55.311
8941,-82.2050995,-97.56766,-57.745196,27.876311,41.04,15.25,69,352.22,2.33,Afternoon,Wednesday,Snowy,Standard,1.3,Remote,0.0,1.0,6.18,48.967
8942,44.654356,-60.182465,-45.2869625,-55.640767,21.31,5.8,106,43.53,1.5,Morning,Saturday,Cloudy,Express,1.51,Urban,0.0,1.0,1.07,22.518
8943,27.568284,-166.994141,68.320596,35.740293,32.6,3.79,103,45.05,1.13,Afternoon,Saturday,Sunny,Standard,0.54,Remote,0.0,1.0,6.82,35.925
8944,-29.0459425,16.375537,-83.5221915,31.059422,23.67,9.24,24,444.94,3.59,Morning,Thursday,Windy,Standard,0.69,Urban,0.0,1.0,4.0,31.146
8945,87.2474265,153.635827,-13.3085375,-99.922933,20.95,19.22,100,439.53,2.63,Evening,Monday,Cloudy,Standard,0.83,Remote,0.0,1.0,7.64,36.64
8946,50.5873,-101.743971,63.0998845,-91.840602,41.92,14.0,28,29.83,3.4,Night,Thursday,Windy,Express,1.14,Suburban,0.0,1.0,4.94,48.876
8947,88.949178,-25.113725,35.7270025,-49.115183,46.65,6.19,22,103.88,0.58,Night,Monday,Windy,Express,1.81,Remote,0.0,1.0,7.06,48.055
8948,53.0690445,31.236538,-38.269403,-49.12645,9.53,9.05,175,103.77,3.72,Evening,Thursday,Sunny,Standard,1.84,Suburban,0.0,1.43,1.32,24.58027
8949,53.540616,103.895276,-45.1455775,127.266948,38.23,15.66,189,202.55,1.13,Morning,Wednesday,Windy,Express,1.49,Suburban,0.0,1.0,3.91,43.45400000000001
8950,37.088158,-101.495163,-84.76863,89.404153,1.33,2.64,218,484.27,4.15,Evening,Thursday,Windy,Standard,0.74,Remote,0.0,1.0,6.67,13.204
8951,56.3373205,-150.653307,-2.9464685,-72.851298,43.62,19.86,74,162.52,0.87,Morning,Friday,Cloudy,Express,0.99,Urban,0.0,1.0,1.03,46.726
8952,42.916627,92.04691,0.4774975,-57.704558,44.21,2.61,22,191.77,3.2,Morning,Sunday,Cloudy,Express,1.35,Suburban,0.0,1.0,4.64,44.51300000000001
8953,-54.2069555,-157.037926,88.5439385,-54.829473,29.57,13.73,110,106.63,3.67,Morning,Friday,Rainy,Express,1.6,Urban,6.27,1.0,6.84,34.76100000000001
8954,18.727398,-44.903644,84.948105,-164.01508,45.58,10.7,53,300.78,2.61,Night,Tuesday,Snowy,Standard,1.42,Remote,0.0,1.47,2.42,68.86068
8955,-52.123403,28.686427,54.7633,12.733803,30.41,9.47,206,328.05,1.21,Afternoon,Wednesday,Rainy,Standard,1.4,Urban,0.0,1.0,3.02,33.29300000000001
8956,81.5230085,115.564573,45.5148985,132.533635,45.21,14.86,49,37.46,3.83,Night,Friday,Windy,Standard,1.37,Urban,0.0,1.0,3.98,51.40799999999999
8957,-30.0140885,-171.141768,60.817348,-137.547593,27.68,2.44,150,476.08,4.56,Morning,Saturday,Windy,Express,1.69,Remote,6.55,1.0,8.38,29.754
8958,18.5373765,124.368247,-55.420494,131.622107,10.31,4.85,72,48.81,2.36,Afternoon,Tuesday,Windy,Standard,0.56,Urban,0.0,1.0,8.87,21.903
8959,-3.640574,-9.674343,-66.496259,158.202011,19.61,6.55,215,338.32,2.96,Evening,Sunday,Sunny,Express,1.33,Suburban,0.0,1.0,5.32,27.243
8960,-83.902064,-110.091994,67.593247,5.690297,17.09,8.37,121,137.73,3.5,Morning,Sunday,Snowy,Express,1.22,Suburban,2.69,1.0,8.81,27.477
8961,28.7277305,166.420635,16.616627,-154.517507,38.0,13.72,187,13.7,1.23,Night,Monday,Rainy,Standard,1.89,Urban,4.16,1.0,7.48,41.81
8962,-72.162616,-101.001884,-21.821334,-153.162777,33.5,18.74,63,301.74,1.99,Night,Saturday,Cloudy,Express,1.45,Suburban,0.0,1.0,5.78,43.94
8963,75.356014,163.319652,-48.941918,-41.925183,19.13,19.8,234,50.11,3.55,Evening,Wednesday,Rainy,Express,1.47,Urban,0.0,2.26,2.21,69.97864
8964,79.9005025,9.585294,-74.9091895,8.785942,1.08,16.87,11,266.61,1.56,Night,Thursday,Windy,Standard,1.86,Remote,0.0,2.51,9.4,50.85008999999999
8965,2.559745,-81.339678,50.9259325,-118.492914,14.08,10.81,209,465.83,4.82,Afternoon,Saturday,Cloudy,Express,1.89,Urban,0.0,1.0,7.16,28.649
8966,-1.0813925,129.307757,8.6717385,93.261119,18.17,11.26,65,418.09,4.3,Night,Wednesday,Sunny,Standard,0.5,Urban,0.0,1.0,5.76,30.226
8967,69.6298295,38.301396,78.8445225,107.715621,4.97,19.47,138,459.34,4.41,Night,Friday,Cloudy,Standard,0.73,Suburban,0.0,1.0,8.9,27.021
8968,21.0111975,52.517255,66.35491,81.740954,35.04,9.42,24,113.72,2.56,Night,Monday,Sunny,Standard,0.95,Remote,0.0,1.0,7.97,43.272
8969,-46.719803,131.393816,-31.6465945,-60.437943,16.81,8.69,209,66.44,2.77,Afternoon,Monday,Windy,Standard,1.88,Remote,0.0,1.0,8.98,29.543
8970,-88.3752495,-48.236894,-8.0594205,-115.331463,44.61,11.42,56,87.63,3.53,Afternoon,Thursday,Snowy,Standard,1.64,Suburban,0.0,1.0,5.48,50.408
8971,58.601859,14.54256,3.6538125,62.429139,35.88,17.7,65,428.47,3.88,Evening,Wednesday,Snowy,Express,0.84,Urban,15.45,2.12,4.07,81.01848000000001
8972,70.199494,-60.511554,-73.2545015,-50.84802,49.85,10.02,233,452.62,2.04,Night,Saturday,Snowy,Standard,1.9,Urban,0.0,1.0,6.33,53.26
8973,-65.658917,108.707362,20.7618425,-130.02033,24.89,16.09,170,400.92,1.09,Afternoon,Friday,Cloudy,Express,1.33,Urban,0.0,1.13,1.39,34.39380999999999
8974,-54.588139,-24.730064,-23.8621385,124.243206,48.79,8.1,196,47.75,2.54,Morning,Monday,Windy,Express,0.98,Suburban,0.0,1.0,5.55,51.172
8975,-69.922337,26.998105,61.0139525,67.585931,42.86,6.05,234,291.51,1.34,Morning,Thursday,Rainy,Standard,0.89,Urban,0.0,1.0,5.56,44.21300000000001
8976,-87.7835845,120.680714,-23.9975785,53.551584,22.58,11.23,28,78.71,4.87,Night,Thursday,Windy,Standard,1.67,Suburban,0.0,1.0,5.19,33.739
8977,-52.1363215,-172.059133,-33.3722635,-90.452028,27.99,4.58,185,16.34,3.18,Afternoon,Thursday,Rainy,Standard,1.22,Suburban,0.0,1.72,3.08,53.22024
8978,86.251118,-146.862914,53.887716,-6.97747,47.78,7.7,128,434.21,2.38,Morning,Sunday,Cloudy,Standard,0.99,Suburban,3.21,1.0,8.67,49.91400000000001
8979,-49.610477,-27.167912,-72.7501955,-34.572019,35.58,18.1,209,189.37,1.02,Evening,Saturday,Rainy,Express,1.09,Remote,0.0,1.0,6.39,44.924
8980,-68.589636,-143.238272,-54.1017095,59.989148,25.16,9.98,80,193.6,3.55,Evening,Friday,Windy,Standard,0.52,Suburban,0.0,1.0,3.42,32.088
8981,3.9175905,-174.821269,27.112205,111.618235,38.14,1.57,157,390.4,2.9,Morning,Friday,Cloudy,Express,1.25,Suburban,0.0,2.27,3.76,86.16239
8982,40.93787,-39.056301,26.188114,-142.425333,27.96,8.69,29,461.64,4.34,Night,Sunday,Rainy,Standard,1.43,Urban,0.0,1.0,3.26,34.313
8983,-69.17534,-46.59044,3.0400235,-17.038458,21.21,16.97,108,182.34,4.46,Night,Wednesday,Snowy,Express,1.81,Suburban,18.16,2.65,4.73,73.64395
8984,56.259089,173.710193,-34.202749,45.421257,37.88,13.4,120,381.63,2.05,Afternoon,Monday,Rainy,Standard,1.2,Urban,0.0,1.0,8.35,47.404
8985,41.000595,-163.036519,23.405574,-15.852824,18.53,16.72,30,304.67,4.28,Night,Sunday,Snowy,Express,1.82,Suburban,0.0,1.4,7.13,48.4316
8986,-34.2769175,160.659848,-78.28751,-72.002381,39.76,11.72,90,307.0,1.15,Morning,Tuesday,Snowy,Express,1.58,Urban,0.0,1.5,2.74,62.337
8987,3.058418,-122.779595,-42.106656,-22.665699,17.15,2.88,29,280.2,2.76,Morning,Thursday,Snowy,Express,1.43,Suburban,18.71,1.0,4.46,3.669999999999998
8988,-12.0673675,179.578495,74.725386,8.058328,49.41,1.08,69,177.73,3.99,Afternoon,Friday,Sunny,Standard,1.74,Urban,0.0,1.0,9.64,53.698
8989,-77.787074,28.555082,32.68698,-17.013711,32.02,7.13,164,283.74,1.33,Afternoon,Saturday,Rainy,Express,1.8,Urban,0.0,1.0,5.85,36.361
8990,25.982677,110.985022,3.7168605,8.719164,22.53,12.33,146,106.13,1.69,Morning,Sunday,Windy,Standard,1.21,Suburban,0.0,1.0,8.83,34.709
8991,-61.908215,12.566751,-51.3038455,47.95526,40.79,3.39,195,347.99,4.56,Morning,Friday,Snowy,Standard,1.1,Urban,8.1,1.0,8.52,39.307
8992,25.3335895,-141.870114,-56.3512345,163.675097,24.4,4.34,171,261.57,2.74,Afternoon,Thursday,Sunny,Standard,1.62,Suburban,9.56,1.0,9.91,24.78
8993,80.9809895,14.955036,87.806039,142.879862,32.56,10.88,67,10.51,0.56,Night,Saturday,Windy,Express,1.51,Urban,0.0,1.0,9.18,41.228
8994,-19.1645175,103.438324,37.0299985,-17.291779,11.55,19.75,212,190.67,1.75,Afternoon,Thursday,Cloudy,Express,1.79,Urban,2.36,1.0,7.84,26.345
8995,-53.799127,-177.891315,-52.949712,-73.613857,16.12,13.68,103,483.22,4.27,Afternoon,Saturday,Cloudy,Standard,1.34,Suburban,0.0,1.0,7.4,31.406
8996,80.968491,-0.103613,-34.6594355,23.466711,2.81,4.41,71,142.92,3.96,Night,Thursday,Sunny,Standard,0.61,Remote,0.0,2.64,6.67,39.81912000000001
8997,42.0578595,17.232548,71.7250965,-179.533634,34.71,3.36,156,146.28,1.75,Night,Thursday,Cloudy,Standard,1.6,Urban,0.0,1.0,5.82,37.018
8998,-1.1544975,-143.852824,52.5073635,74.919624,41.38,16.24,20,71.78,1.43,Night,Sunday,Rainy,Standard,1.95,Remote,12.67,1.0,1.46,31.444
8999,69.284686,-12.687657,67.9687835,-81.747045,8.13,14.19,215,22.35,4.43,Night,Thursday,Cloudy,Express,1.38,Suburban,0.0,1.0,9.96,27.989
9000,74.781941,-162.735105,61.566728,-42.507047,7.84,3.6,112,219.38,4.03,Night,Tuesday,Cloudy,Express,1.44,Remote,8.54,1.0,2.2,5.762
9001,89.9479385,40.223732,-87.144666,124.428741,9.96,11.74,25,405.31,2.64,Night,Friday,Cloudy,Standard,1.7,Urban,0.0,1.0,4.59,21.068
9002,-21.1971125,-27.817335,-64.802746,-55.650465,6.28,17.86,199,444.97,3.51,Evening,Saturday,Rainy,Standard,1.69,Suburban,0.0,1.0,8.88,26.344
9003,-8.4777735,-35.589881,47.3380085,-23.75718,33.46,9.91,68,111.79,2.03,Evening,Sunday,Cloudy,Express,1.19,Remote,9.09,1.0,4.15,28.813
